"goods_nomenclature_item_id";"regexp_replace"
"2844400000";"Radioactive elements and isotopes and compounds other than those of subheading|2844|10, 2844|20|or 2844|30; alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues"
"2844500000";"Spent (irradiated) fuel elements (cartridges) of nuclear reactors"
"2845100000";"Heavy water (deuterium oxide)"
"2845900000";"Other"
"2846100000";"Cerium compounds"
"2846900000";"Other"
"2848100000";"Of copper (phosphor copper), containing more than 15|% by weight of phosphorus"
"2848900000";"Of other metals or of non-metals"
"2849100000";"Of calcium"
"2849200000";"Of silicon"
"2849900000";"Other"
"2852100000";"Chemically defined"
"2852900000";"Other"
"2853100000";"Cyanogen chloride (chlorcyan)"
"2853900000";"Other"
"2901100000";"Saturated"
"2901210000";"Ethylene"
"2901210000";"Unsaturated"
"2901220000";"Propene (propylene)"
"2901230000";"Butene (butylene) and isomers thereof"
"2901240000";"Buta-1,3-diene and isoprene"
"2901290000";"Other"
"2902110000";"Cyclanes, cyclenes and cycloterpenes"
"2902110000";"Cyclohexane"
"2902190000";"Other"
"2902200000";"Benzene"
"2902300000";"Toluene"
"2902410000";"o-Xylene"
"2902410000";"Xylenes"
"2902420000";"m-Xylene"
"2902430000";"p-Xylene"
"2902440000";"Mixed xylene isomers"
"2902500000";"Styrene"
"2902600000";"Ethylbenzene"
"2902700000";"Cumene"
"2902900000";"Other"
"2903110000";"Chloromethane (methyl chloride) and chloroethane (ethyl chloride)"
"2903110000";"Saturated chlorinated derivatives of acyclic hydrocarbons"
"2903120000";"Dichloromethane (methylene chloride)"
"2903130000";"Chloroform (trichloromethane)"
"2903140000";"Carbon tetrachloride"
"2903150000";"Ethylene dichloride (ISO) (1,2-dichloroethane)"
"2903160000";"1,2-Dichloropropane (propylene dichloride) and dichlorobutanes"
"2903190000";"Other"
"2903210000";"Unsaturated chlorinated derivatives of acyclic hydrocarbons"
"2903210000";"Vinyl chloride (chloroethylene)"
"2903220000";"Trichloroethylene"
"2903230000";"Tetrachloroethylene (perchloroethylene)"
"2903290000";"Other"
"2903300000";"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons"
"2903310000";"Ethylene dibromide (ISO) (1,2-dibromoethane)"
"2903310000";"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons"
"2903390000";"Other"
"2903400000";"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens"
"2903410000";"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens"
"2903410000";"Trichlorofluoromethane"
"2903420000";"Dichlorodifluoromethane"
"2903430000";"Trichlorotrifluoroethanes"
"2903440000";"Dichlorotetrafluoroethanes and chloropentafluoroethane"
"2903450000";"Other derivatives perhalogenated only with fluorine and chlorine"
"2903460000";"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes"
"2903470000";"Other perhalogenated derivatives"
"2903490000";"Other"
"2903510000";"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)"
"2903510000";"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons"
"2903520000";"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)"
"2903590000";"Other"
"2903610000";"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene"
"2903610000";"Halogenated derivatives of aromatic hydrocarbons"
"2903620000";"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN) 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane)"
"2903690000";"Other"
"2903710000";"Chlorodifluoromethane"
"2903710000";"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens"
"2903720000";"Dichlorotrifluoroethanes"
"2903730000";"Dichlorofluoroethanes"
"2903740000";"Chlorodifluoroethanes"
"2903750000";"Dichloropentafluoropropanes"
"2903760000";"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes"
"2903770000";"Other, perhalogenated only with fluorine and chlorine"
"2903780000";"Other perhalogenated derivatives"
"2903790000";"Other"
"2903810000";"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)"
"2903810000";"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons"
"2903820000";"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)"
"2903830000";"Mirex (ISO)"
"2903890000";"Other"
"2903910000";"Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene"
"2903910000";"Halogenated derivatives of aromatic hydrocarbons"
"2903920000";"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane)"
"2903930000";"Pentachlorobenzene (ISO)"
"2903940000";"Hexabromobiphenyls"
"2903990000";"Other"
"2904100000";"Derivatives containing only sulpho groups, their salts and ethyl esters"
"2904200000";"Derivatives containing only nitro or only nitroso groups"
"2904310000";"Perfluorooctane sulphonic acid"
"2904310000";"Perfluorooctane sulphonic acid, its salts and perfluorooctane sulphonyl fluoride"
"2904320000";"Ammonium perfluorooctane sulphonate"
"2904330000";"Lithium perfluorooctane sulphonate"
"2904340000";"Potassium perfluorooctane sulphonate"
"2904350000";"Other salts of perfluorooctane sulphonic acid"
"2904360000";"Perfluorooctane sulphonyl fluoride"
"2904900000";"Other"
"2904910000";"Other"
"2904910000";"Trichloronitromethane (chloropicrin)"
"2904990000";"Other"
"2905110000";"Methanol (methyl alcohol)"
"2905110000";"Saturated monohydric alcohols"
"2905120000";"Propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol)"
"2905130000";"Butan-1-ol (n-butyl alcohol)"
"2905140000";"Other butanols"
"2905150000";"Pentanol (amyl alcohol) and isomers thereof"
"2905160000";"Octanol (octyl alcohol) and isomers thereof"
"2905170000";"Dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)"
"2905190000";"Other"
"2905210000";"Allyl alcohol"
"2905220000";"Acyclic terpene alcohols"
"2905220000";"Unsaturated monohydric alcohols"
"2905290000";"Other"
"2905310000";"Diols"
"2905310000";"Ethylene glycol (ethanediol)"
"2905320000";"Propylene glycol (propane-1,2-diol)"
"2905390000";"Other"
"2905410000";"2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trimethylolpropane)"
"2905410000";"Other polyhydric alcohols"
"2905420000";"Pentaerythritol"
"2905430000";"Mannitol"
"2905440000";"D-glucitol (sorbitol)"
"2905450000";"Glycerol"
"2905490000";"Other"
"2905500000";"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols"
"2905510000";"Ethchlorvynol (INN)"
"2905510000";"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols"
"2905590000";"Other"
"2906110000";"Cyclanic, cyclenic or cycloterpenic"
"2906110000";"Menthol"
"2906120000";"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols"
"2906130000";"Sterols and inositols"
"2906140000";"Terpineols"
"2906190000";"Other"
"2906210000";"Aromatic"
"2906210000";"Benzyl alcohol"
"2906290000";"Other"
"2907110000";"Monophenols"
"2907110000";"Phenol (hydroxybenzene) and its salts"
"2907120000";"Cresols and their salts"
"2907130000";"Octylphenol, nonylphenol and their isomers; salts thereof"
"2907140000";"Xylenols and their salts"
"2907150000";"Naphthols and their salts"
"2907190000";"Other"
"2907210000";"Polyphenols"
"2907210000";"Polyphenols; phenol-alcohols"
"2907210000";"Resorcinol and its salts"
"2907220000";"Hydroquinone (quinol) and its salts"
"2907230000";"4,4′-Isopropylidenediphenol (bisphenol|A, diphenylolpropane) and its salts"
"2907290000";"Other"
"2907300000";"Phenol-alcohols"
"2908100000";"Derivatives containing only halogen substituents and their salts"
"2908110000";"Derivatives containing only halogen substituents and their salts"
"2908110000";"Pentachlorophenol (ISO)"
"2908190000";"Other"
"2908200000";"Derivatives containing only sulpho groups, their salts and esters"
"2908900000";"Other"
"2908910000";"Dinoseb (ISO) and its salts"
"2908910000";"Other"
"2908920000";"4,6-Dinitro-o-cresol (DNOC (ISO)) and its salts"
"2908990000";"Other"
"2909110000";"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"2909110000";"Diethyl ether"
"2909190000";"Other"
"2909200000";"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"2909300000";"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"2909410000";"2,2'-Oxydiethanol (diethylene glycol, digol)"
"2909410000";"2,2′-Oxydiethanol (diethylene glycol, digol)"
"2909410000";"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"2909420000";"Monomethyl ethers of ethylene glycol or of diethylene glycol"
"2909430000";"Monobutyl ethers of ethylene glycol or of diethylene glycol"
"2909440000";"Other monoalkylethers of ethylene glycol or of diethylene glycol"
"2909490000";"Other"
"2909500000";"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"2909600000";"Alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives"
"2910100000";"Oxirane (ethylene oxide)"
"2910200000";"Methyloxirane (propylene oxide)"
"2910300000";"1-Chloro-2,3-epoxypropane (epichlorohydrin)"
"2910400000";"Dieldrin (ISO, INN)"
"2910500000";"Endrin (ISO)"
"2910900000";"Other"
"2912110000";"Acyclic aldehydes without other oxygen function"
"2912110000";"Methanal (formaldehyde)"
"2912120000";"Ethanal (acetaldehyde)"
"2912130000";"Butanal (butyraldehyde, normal isomer)"
"2912190000";"Other"
"2912210000";"Benzaldehyde"
"2912210000";"Cyclic aldehydes without other oxygen function"
"2912290000";"Other"
"2912300000";"Aldehyde-alcohols"
"2912410000";"Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function"
"2912410000";"Aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function"
"2912410000";"Vanillin (4-hydroxy-3-methoxybenzaldehyde)"
"2912420000";"Ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)"
"2912490000";"Other"
"2912500000";"Cyclic polymers of aldehydes"
"2912600000";"Paraformaldehyde"
"2914110000";"Acetone"
"2914110000";"Acyclic ketones without other oxygen function"
"2914120000";"Butanone (methyl ethyl ketone)"
"2914130000";"4-Methylpentan-2-one (methyl isobutyl ketone)"
"2914190000";"Other"
"2914210000";"Camphor"
"2914210000";"Cyclanic, cyclenic or cycloterpenic ketones without other oxygen function"
"2914220000";"Cyclanic, cyclenic or cycloterpenic ketones without other oxygen function"
"2914220000";"Cyclohexanone and methylcyclohexanones"
"2914230000";"Ionones and methylionones"
"2914290000";"Other"
"2914300000";"Aromatic ketones without other oxygen function"
"2914310000";"Aromatic ketones without other oxygen function"
"2914310000";"Phenylacetone (phenylpropan-2-one)"
"2914390000";"Other"
"2914400000";"Ketone-alcohols and ketone-aldehydes"
"2914410000";"4-Hydroxy-4-methylpentan-2-one (diacetone alcohol)"
"2914410000";"Ketone-alcohols and ketone-aldehydes"
"2914490000";"Other"
"2914500000";"Ketone-phenols and ketones with other oxygen function"
"2914610000";"Anthraquinone"
"2914610000";"Quinones"
"2914620000";"Coenzyme Q10|(ubidecarenone (INN))"
"2914690000";"Other"
"2914700000";"Halogenated, sulphonated, nitrated or nitrosated derivatives"
"2914710000";"Chlordecone (ISO)"
"2914710000";"Halogenated, sulphonated, nitrated or nitrosated derivatives"
"2914790000";"Other"
"2915110000";"Formic acid"
"2915110000";"Formic acid, its salts and esters"
"2915120000";"Salts of formic acid"
"2915130000";"Esters of formic acid"
"2915210000";"Acetic acid"
"2915210000";"Acetic acid and its salts; acetic anhydride"
"2915220000";"Sodium acetate"
"2915230000";"Cobalt acetates"
"2915240000";"Acetic anhydride"
"2915290000";"Other"
"2915310000";"Esters of acetic acid"
"2915310000";"Ethyl acetate"
"2915320000";"Vinyl acetate"
"2915330000";"n-Butyl acetate"
"2915340000";"Isobutyl acetate"
"2915350000";"2-Ethoxyethyl acetate"
"2915360000";"Dinoseb (ISO) acetate"
"2915390000";"Other"
"2915400000";"Mono-, di- or trichloroacetic acids, their salts and esters"
"2915500000";"Propionic acid, its salts and esters"
"2915600000";"Butanoic acids, pentanoic acids, their salts and esters"
"2915600000";"Butyric acids, valeric acids, their salts and esters"
"2915700000";"Palmitic acid, stearic acid, their salts and esters"
"2915900000";"Other"
"2916110000";"Acrylic acid and its salts"
"2916110000";"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives"
"2916120000";"Esters of acrylic acid"
"2916130000";"Methacrylic acid and its salts"
"2916140000";"Esters of methacrylic acid"
"2916150000";"Oleic, linoleic or linolenic acids, their salts and esters"
"2916160000";"Binapacryl (ISO)"
"2916190000";"Other"
"2916200000";"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives"
"2916310000";"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives"
"2916310000";"Benzoic acid, its salts and esters"
"2916320000";"Benzoyl peroxide and benzoyl chloride"
"2916330000";"Phenylacetic acid, its salts and esters"
"2916340000";"Phenylacetic acid and its salts"
"2916350000";"Esters of phenylacetic acid"
"2916360000";"Binapacryl (ISO)"
"2916390000";"Other"
"2917110000";"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives"
"2917110000";"Oxalic acid, its salts and esters"
"2917120000";"Adipic acid, its salts and esters"
"2917130000";"Azelaic acid, sebacic acid, their salts and esters"
"2917140000";"Maleic anhydride"
"2917190000";"Other"
"2917200000";"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives"
"2917310000";"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives"
"2917310000";"Dibutyl orthophthalates"
"2917320000";"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives"
"2917320000";"Dioctyl orthophthalates"
"2917330000";"Dinonyl or didecyl orthophthalates"
"2917340000";"Other esters of orthophthalic acid"
"2917350000";"Phthalic anhydride"
"2917360000";"Terephthalic acid and its salts"
"2917370000";"Dimethyl terephthalate"
"2917390000";"Other"
"2918110000";"Carboxylic acids with alcohol function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives"
