"goods_nomenclature_sid","goods_nomenclature_item_id","producline_suffix","validity_start_date","validity_end_date","description","number_indents","goods_nomenclature_description_period_sid","desc_validity_start_date","desc_validity_end_date","nice_description","hs_chapter","hs_section","node","leaf","significant_digits"
95173,"0304510090","80","2012-01-01 00:00:00",NULL,"Other",3,117447,"2012-01-01 00:00:00",NULL," - - - Other","03",1,"0304510090","1",10
95174,"0304520000","80","2012-01-01 00:00:00",NULL,"Salmonidae",2,147530,"2019-01-01 00:00:00",NULL," - - Salmonidae","03",1,"030452","0",6
95176,"0304520010","80","2012-01-01 00:00:00",NULL,"Trout of the species Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster",3,117450,"2012-01-01 00:00:00",NULL," - - - Trout of the species Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster","03",1,"0304520010","1",10
95175,"0304520090","80","2012-01-01 00:00:00",NULL,"Other",3,117449,"2012-01-01 00:00:00",NULL," - - - Other","03",1,"0304520090","1",10
95185,"0304530000","80","2012-01-01 00:00:00",NULL,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",2,147531,"2019-01-01 00:00:00",NULL," - - Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae","03",1,"030453","0",6
95294,"0304530011","10","2012-01-01 00:00:00",NULL,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) and fish of the species Boreogadus saida",3,117569,"2012-01-01 00:00:00",NULL," - - - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus) and fish of the species Boreogadus saida","03",1,"0304530011","0",10
95295,"0304530011","80","2012-01-01 00:00:00",NULL,"Of the species Gadus morhua",4,117570,"2012-01-01 00:00:00",NULL," - - - - Of the species Gadus morhua","03",1,"0304530011","1",10
95296,"0304530019","80","2012-01-01 00:00:00",NULL,"Other",4,117571,"2012-01-01 00:00:00",NULL," - - - - Other","03",1,"0304530019","1",10
95297,"0304530020","80","2012-01-01 00:00:00",NULL,"Coalfish (Pollachius virens)",3,117572,"2012-01-01 00:00:00",NULL," - - - Coalfish (Pollachius virens)","03",1,"0304530020","1",10
95299,"0304530031","10","2012-01-01 00:00:00",NULL,"Haddock (Melanogrammus aeglefinus)",3,117574,"2012-01-01 00:00:00",NULL," - - - Haddock (Melanogrammus aeglefinus)","03",1,"0304530031","0",10
95300,"0304530031","80","2012-01-01 00:00:00",NULL,"For processing",4,117575,"2012-01-01 00:00:00",NULL," - - - - For processing","03",1,"0304530031","1",10
95301,"0304530039","80","2012-01-01 00:00:00",NULL,"Other",4,117576,"2012-01-01 00:00:00",NULL," - - - - Other","03",1,"0304530039","1",10
95298,"0304530090","80","2012-01-01 00:00:00",NULL,"Other",3,117573,"2012-01-01 00:00:00",NULL," - - - Other","03",1,"0304530090","1",10
95142,"0304540000","80","2012-01-01 00:00:00",NULL,"Swordfish (Xiphias gladius)",2,122450,"2014-01-01 00:00:00",NULL," - - Swordfish (Xiphias gladius)","03",1,"030454","1",6
95143,"0304550000","80","2012-01-01 00:00:00",NULL,"Toothfish (Dissostichus spp.)",2,140266,"2017-01-01 00:00:00",NULL," - - Toothfish (Dissostichus spp.)","03",1,"030455","1",6
100634,"0304560000","80","2017-01-01 00:00:00",NULL,"Dogfish and other sharks",2,137992,"2017-01-01 00:00:00",NULL," - - Dogfish and other sharks","03",1,"030456","0",6
100636,"0304561000","80","2017-01-01 00:00:00",NULL,"Piked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)",3,147532,"2019-01-01 00:00:00",NULL," - - - Piked dogfish (Squalus acanthias) and catsharks (Scyliorhinus spp.)","03",1,"03045610","1",8
100635,"0304562000","80","2017-01-01 00:00:00",NULL,"Porbeagle shark (Lamna nasus)",3,137993,"2017-01-01 00:00:00",NULL," - - - Porbeagle shark (Lamna nasus)","03",1,"03045620","1",8
100637,"0304563000","80","2017-01-01 00:00:00",NULL,"Blue shark (Prionace glauca)",3,137995,"2017-01-01 00:00:00",NULL," - - - Blue shark (Prionace glauca)","03",1,"03045630","1",8
100638,"0304569000","80","2017-01-01 00:00:00",NULL,"Other",3,137996,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03045690","1",8
100639,"0304570000","80","2017-01-01 00:00:00",NULL,"Rays and skates (Rajidae)",2,147533,"2019-01-01 00:00:00",NULL," - - Rays and skates (Rajidae)","03",1,"030457","1",6
95178,"0304590000","80","2012-01-01 00:00:00",NULL,"Other",2,122452,"2014-01-01 00:00:00",NULL," - - Other","03",1,"030459","0",6
95179,"0304591000","80","2012-01-01 00:00:00",NULL,"Freshwater fish",3,122453,"2014-01-01 00:00:00",NULL," - - - Freshwater fish","03",1,"03045910","1",8
95180,"0304595000","10","2012-01-01 00:00:00",NULL,"Other",3,122454,"2014-01-01 00:00:00",NULL," - - - Other","03",1,"03045950","0",8
95181,"0304595000","80","2012-01-01 00:00:00",NULL,"Flaps of herring",4,122455,"2014-01-01 00:00:00",NULL," - - - - Flaps of herring","03",1,"03045950","0",8
95182,"0304595010","80","2012-01-01 00:00:00",NULL,"Herring of the species Clupea harengus and Clupea pallasii, of a weight exceeding 80|g per piece, for industrial manufacture",5,117456,"2012-01-01 00:00:00",NULL," - - - - - Herring of the species Clupea harengus and Clupea pallasii, of a weight exceeding 80|g per piece, for industrial manufacture","03",1,"0304595010","1",10
95183,"0304595090","80","2012-01-01 00:00:00",NULL,"Other",5,117457,"2012-01-01 00:00:00",NULL," - - - - - Other","03",1,"0304595090","1",10
95184,"0304599000","80","2012-01-01 00:00:00",NULL,"Other",4,122456,"2014-01-01 00:00:00",NULL," - - - - Other","03",1,"03045990","0",8
95313,"0304599010","80","2012-01-01 00:00:00",NULL,"Herrings",5,117589,"2012-01-01 00:00:00",NULL," - - - - - Herrings","03",1,"0304599010","1",10
95314,"0304599015","80","2012-01-01 00:00:00",NULL,"Atlantic bluefin tunas (Thunnus thynnus)",5,117590,"2012-01-01 00:00:00",NULL," - - - - - Atlantic bluefin tunas (Thunnus thynnus)","03",1,"0304599015","1",10
95367,"0304599020","80","2012-01-01 00:00:00",NULL,"Bigeye tuna (Thunnus obesus)",5,117643,"2012-01-01 00:00:00",NULL," - - - - - Bigeye tuna (Thunnus obesus)","03",1,"0304599020","1",10
95340,"0304599030","80","2012-01-01 00:00:00",NULL,"Lesser or Greenland halibut (Reinhardtius hippoglossoides)",5,117616,"2012-01-01 00:00:00",NULL," - - - - - Lesser or Greenland halibut (Reinhardtius hippoglossoides)","03",1,"0304599030","1",10
95350,"0304599035","80","2012-01-01 00:00:00",NULL,"Atlantic halibut (Hippoglossus hippoglossus)",5,117626,"2012-01-01 00:00:00",NULL," - - - - - Atlantic halibut (Hippoglossus hippoglossus)","03",1,"0304599035","1",10
95390,"0304599040","80","2012-01-01 00:00:00",NULL,"Sea bream (Dentex dentex, Pagellus|spp.)",5,117666,"2012-01-01 00:00:00",NULL," - - - - - Sea bream (Dentex dentex, Pagellus|spp.)","03",1,"0304599040","1",10
95328,"0304599045","80","2012-01-01 00:00:00",NULL,"European sea bass (Dicentrarchus labrax)",5,117604,"2012-01-01 00:00:00",NULL," - - - - - European sea bass (Dicentrarchus labrax)","03",1,"0304599045","1",10
95311,"0304599050","80","2012-01-01 00:00:00",NULL,"Redfish (Sebastes|spp.)",5,117587,"2012-01-01 00:00:00",NULL," - - - - - Redfish (Sebastes|spp.)","03",1,"0304599050","1",10
95428,"0304599055","80","2012-01-01 00:00:00",NULL,"Bogue (Boops boops)",5,117705,"2012-01-01 00:00:00",NULL," - - - - - Bogue (Boops boops)","03",1,"0304599055","1",10
95312,"0304599065","80","2012-01-01 00:00:00",NULL,"Gilt-head sea bream (Sparus aurata)",5,117588,"2012-01-01 00:00:00",NULL," - - - - - Gilt-head sea bream (Sparus aurata)","03",1,"0304599065","1",10
95429,"0304599090","80","2012-01-01 00:00:00",NULL,"Other",5,117706,"2012-01-01 00:00:00",NULL," - - - - - Other","03",1,"0304599090","1",10
95451,"0304610000","10","2012-01-01 00:00:00",NULL,"Frozen fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",1,147534,"2019-01-01 00:00:00",NULL," - Frozen fillets of tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)","03",1,"030461","0",6
95444,"0304610000","80","2012-01-01 00:00:00",NULL,"Tilapias (Oreochromis spp.)",2,137999,"2017-01-01 00:00:00",NULL," - - Tilapias (Oreochromis spp.)","03",1,"030461","1",6
95445,"0304620000","80","2012-01-01 00:00:00",NULL,"Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)",2,140267,"2017-01-01 00:00:00",NULL," - - Catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.)","03",1,"030462","1",6
95446,"0304630000","80","2012-01-01 00:00:00",NULL,"Nile perch (Lates niloticus)",2,122460,"2014-01-01 00:00:00",NULL," - - Nile perch (Lates niloticus)","03",1,"030463","1",6
95447,"0304690000","80","2012-01-01 00:00:00",NULL,"Other",2,122461,"2014-01-01 00:00:00",NULL," - - Other","03",1,"030469","0",6
95450,"0304690010","80","2012-01-01 00:00:00",NULL,"Eels (Anguilla|spp.)",3,117728,"2012-01-01 00:00:00",NULL," - - - Eels (Anguilla|spp.)","03",1,"0304690010","1",10
95449,"0304690020","80","2012-01-01 00:00:00",NULL,"Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus)",3,117727,"2012-01-01 00:00:00",NULL," - - - Carp (Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys|spp., Cirrhinus|spp., Mylopharyngodon piceus)","03",1,"0304690020","1",10
95448,"0304690090","80","2012-01-01 00:00:00",NULL,"Other",3,117726,"2012-01-01 00:00:00",NULL," - - - Other","03",1,"0304690090","1",10
95543,"0304710000","10","2012-01-01 00:00:00",NULL,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",1,147535,"2019-01-01 00:00:00",NULL," - Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae","03",1,"030471","0",6
95545,"0304710000","80","2012-01-01 00:00:00",NULL,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",2,140269,"2017-01-01 00:00:00",NULL," - - Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)","03",1,"030471","0",6
95546,"0304711000","80","2012-01-01 00:00:00",NULL,"Cod of the species Gadus macrocephalus",3,143926,"2018-01-01 00:00:00",NULL," - - - Cod of the species Gadus macrocephalus","03",1,"03047110","0",8
95547,"0304711010","80","2012-01-01 00:00:00",NULL,"For processing",4,117825,"2012-01-01 00:00:00",NULL," - - - - For processing","03",1,"0304711010","1",10
95548,"0304711090","80","2012-01-01 00:00:00",NULL,"Other",4,117826,"2012-01-01 00:00:00",NULL," - - - - Other","03",1,"0304711090","1",10
95549,"0304719000","80","2012-01-01 00:00:00",NULL,"Other",3,140271,"2017-01-01 00:00:00",NULL," - - - Other","03",1,"03047190","0",8
95550,"0304719010","10","2012-01-01 00:00:00",NULL,"Cod of the species Gadus morhua",4,117828,"2012-01-01 00:00:00",NULL," - - - - Cod of the species Gadus morhua","03",1,"0304719010","0",10
95551,"0304719010","80","2012-01-01 00:00:00",NULL,"For processing",5,117829,"2012-01-01 00:00:00",NULL," - - - - - For processing","03",1,"0304719010","1",10
95552,"0304719030","80","2012-01-01 00:00:00",NULL,"Other",5,117830,"2012-01-01 00:00:00",NULL," - - - - - Other","03",1,"0304719030","1",10
95553,"0304719090","80","2012-01-01 00:00:00",NULL,"Cod of the species Gadus ogac",4,117831,"2012-01-01 00:00:00",NULL," - - - - Cod of the species Gadus ogac","03",1,"0304719090","1",10
95564,"0304720000","80","2012-01-01 00:00:00",NULL,"Haddock (Melanogrammus aeglefinus)",2,140272,"2017-01-01 00:00:00",NULL," - - Haddock (Melanogrammus aeglefinus)","03",1,"030472","1",6
95565,"0304730000","80","2012-01-01 00:00:00",NULL,"Coalfish (Pollachius virens)",2,140273,"2017-01-01 00:00:00",NULL," - - Coalfish (Pollachius virens)","03",1,"030473","1",6
95572,"0304740000","80","2012-01-01 00:00:00",NULL,"Hake (Merluccius spp., Urophycis spp.)",2,140274,"2017-01-01 00:00:00",NULL," - - Hake (Merluccius spp., Urophycis spp.)","03",1,"030474","0",6
95573,"0304741100","10","2012-01-01 00:00:00",NULL,"Hake of the genus Merluccius",3,143927,"2018-01-01 00:00:00",NULL," - - - Hake of the genus Merluccius","03",1,"03047411","0",8
95574,"0304741100","80","2012-01-01 00:00:00",NULL,"Cape hake (shallow-water hake) (Merluccius capensis) and deepwater hake (deepwater Cape hake) (Merluccius paradoxus)",4,140276,"2017-01-01 00:00:00",NULL," - - - - Cape hake (shallow-water hake) (Merluccius capensis) and deepwater hake (deepwater Cape hake) (Merluccius paradoxus)","03",1,"03047411","1",8
95575,"0304741500","80","2012-01-01 00:00:00",NULL,"Argentine hake (Southwest Atlantic hake) (Merluccius hubbsi)",4,140277,"2017-01-01 00:00:00",NULL," - - - - Argentine hake (Southwest Atlantic hake) (Merluccius hubbsi)","03",1,"03047415","0",8
104483,"0304741510","80","2019-01-01 00:00:00",NULL,"For processing",5,147398,"2019-01-01 00:00:00",NULL," - - - - - For processing","03",1,"0304741510","1",10
104482,"0304741590","80","2019-01-01 00:00:00",NULL,"Other",5,147397,"2019-01-01 00:00:00",NULL," - - - - - Other","03",1,"0304741590","1",10
95576,"0304741900","80","2012-01-01 00:00:00",NULL,"Other",4,122472,"2014-01-01 00:00:00",NULL," - - - - Other","03",1,"03047419","0",8
95577,"0304741910","80","2012-01-01 00:00:00",NULL,"North Pacific hake (Merluccius productus), for processing",5,117855,"2012-01-01 00:00:00",NULL," - - - - - North Pacific hake (Merluccius productus), for processing","03",1,"0304741910","1",10
95578,"0304741990","80","2012-01-01 00:00:00",NULL,"Other",5,117856,"2012-01-01 00:00:00",NULL," - - - - - Other","03",1,"0304741990","1",10
95579,"0304749000","80","2012-01-01 00:00:00",NULL,"Hake of the genus Urophycis",3,143928,"2018-01-01 00:00:00",NULL," - - - Hake of the genus Urophycis","03",1,"03047490","1",8
95566,"0304750000","80","2012-01-01 00:00:00",NULL,"Alaska pollock (Theragra chalcogramma)",2,143929,"2018-01-01 00:00:00",NULL," - - Alaska pollock (Theragra chalcogramma)","03",1,"030475","0",6
95568,"0304750010","80","2012-01-01 00:00:00",NULL,"For processing",3,119759,"2013-01-01 00:00:00",NULL," - - - For processing","03",1,"0304750010","1",10
95571,"0304750090","80","2012-01-01 00:00:00",NULL,"Other",3,117849,"2012-01-01 00:00:00",NULL," - - - Other","03",1,"0304750090","1",10
95600,"0304790000","80","2012-01-01 00:00:00",NULL,"Other",2,122475,"2014-01-01 00:00:00",NULL," - - Other","03",1,"030479","0",6
95601,"0304791000","80","2012-01-01 00:00:00",NULL,"Polar cod (Boreogadus saida)",3,147536,"2019-01-01 00:00:00",NULL," - - - Polar cod (Boreogadus saida)","03",1,"03047910","1",8
95602,"0304793000","80","2012-01-01 00:00:00",NULL,"Whiting (Merlangius merlangus)",3,140280,"2017-01-01 00:00:00",NULL," - - - Whiting (Merlangius merlangus)","03",1,"03047930","1",8
95603,"0304795000","80","2012-01-01 00:00:00",NULL,"Blue grenadier (Macruronus novaezelandiae)",3,140281,"2017-01-01 00:00:00",NULL," - - - Blue grenadier (Macruronus novaezelandiae)","03",1,"03047950","0",8
95604,"0304795010","80","2012-01-01 00:00:00",NULL,"For processing",4,117883,"2012-01-01 00:00:00",NULL," - - - - For processing","03",1,"0304795010","1",10
95605,"0304795090","80","2012-01-01 00:00:00",NULL,"Other",4,117884,"2012-01-01 00:00:00",NULL," - - - - Other","03",1,"0304795090","1",10
95606,"0304798000","80","2012-01-01 00:00:00",NULL,"Ling (Molva spp.)",3,140282,"2017-01-01 00:00:00",NULL," - - - Ling (Molva spp.)","03",1,"03047980","1",8
95607,"0304799000","80","2012-01-01 00:00:00",NULL,"Other",3,122480,"2014-01-01 00:00:00",NULL," - - - Other","03",1,"03047990","0",8
95818,"0304799011","10","2012-01-01 00:00:00",NULL,"Fish of the genus Macruronus, other than blue grenadier (Macruronus novaezelandiae) mentioned in subheading 0304|79|50",4,118103,"2012-01-01 00:00:00",NULL," - - - - Fish of the genus Macruronus, other than blue grenadier (Macruronus novaezelandiae) mentioned in subheading 0304|79|50","03",1,"0304799011","0",10
95819,"0304799011","20","2012-01-01 00:00:00",NULL,"Patagonian grenadier (Macruronus magellanicus)",5,118104,"2012-01-01 00:00:00",NULL," - - - - - Patagonian grenadier (Macruronus magellanicus)","03",1,"0304799011","0",10
95820,"0304799011","80","2012-01-01 00:00:00",NULL,"For processing",6,118105,"2012-01-01 00:00:00",NULL," - - - - - - For processing","03",1,"0304799011","1",10
95821,"0304799013","80","2012-01-01 00:00:00",NULL,"Other",6,118106,"2012-01-01 00:00:00",NULL," - - - - - - Other","03",1,"0304799013","1",10
95822,"0304799017","10","2012-01-01 00:00:00",NULL,"Other",5,118107,"2012-01-01 00:00:00",NULL," - - - - - Other","03",1,"0304799017","0",10
95823,"0304799017","80","2012-01-01 00:00:00",NULL,"For processing",6,118108,"2012-01-01 00:00:00",NULL," - - - - - - For processing","03",1,"0304799017","1",10
95824,"0304799019","80","2012-01-01 00:00:00",NULL,"Other",6,118109,"2012-01-01 00:00:00",NULL," - - - - - - Other","03",1,"0304799019","1",10
95833,"0304799090","80","2012-01-01 00:00:00",NULL,"Other",4,118118,"2012-01-01 00:00:00",NULL," - - - - Other","03",1,"0304799090","1",10
95634,"0304810000","10","2012-01-01 00:00:00",NULL,"Frozen fillets of other fish",1,143930,"2018-01-01 00:00:00",NULL," - Frozen fillets of other fish","03",1,"030481","0",6
95635,"0304810000","80","2012-01-01 00:00:00",NULL,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",2,147537,"2019-01-01 00:00:00",NULL," - - Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)","03",1,"030481","0",6
95658,"0304810010","80","2012-01-01 00:00:00",NULL,"Atlantic salmon (Salmo salar)",3,117948,"2012-01-01 00:00:00",NULL," - - - Atlantic salmon (Salmo salar)","03",1,"0304810010","1",10
95659,"0304810090","80","2012-01-01 00:00:00",NULL,"Other",3,117949,"2012-01-01 00:00:00",NULL," - - - Other","03",1,"0304810090","1",10
95636,"0304820000","80","2012-01-01 00:00:00",NULL,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",2,147538,"2019-01-01 00:00:00",NULL," - - Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)","03",1,"030482","0",6
95637,"0304821000","80","2012-01-01 00:00:00",NULL,"Of the species Oncorhynchus mykiss, weighing more than 400|g each",3,143931,"2018-01-01 00:00:00",NULL," - - - Of the species Oncorhynchus mykiss, weighing more than 400|g each","03",1,"03048210","1",8
